Pending Making - 19,Pending in QC - 478,Accepted in QC - 511 / 1000,Making Completed - 981,,Total - 13/09/2025,Today QC - 0,Total QC - 612,Reject Reason,Rework date,Comment,,Report = Batch 3 - 1000,,,Not Started,377
jid_acb795,my_ref_jid_acb795,my_client_jid_abc795,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb796,my_ref_jid_acb796,my_client_jid_abc796,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb797,my_ref_jid_acb797,my_client_jid_abc797,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb798,my_ref_jid_acb798,my_client_jid_abc798,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb799,my_ref_jid_acb799,my_client_jid_abc799,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb800,my_ref_jid_acb800,my_client_jid_abc800,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb801,my_ref_jid_acb801,my_client_jid_abc801,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb802,my_ref_jid_acb802,my_client_jid_abc802,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb803,my_ref_jid_acb803,my_client_jid_abc803,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb804,my_ref_jid_acb804,my_client_jid_abc804,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb805,my_ref_jid_acb805,my_client_jid_abc805,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb806,my_ref_jid_acb806,my_client_jid_abc806,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb807,my_ref_jid_acb807,my_client_jid_abc807,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb808,my_ref_jid_acb808,my_client_jid_abc808,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb809,my_ref_jid_acb809,my_client_jid_abc809,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb810,my_ref_jid_acb810,my_client_jid_abc810,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb811,my_ref_jid_acb811,my_client_jid_abc811,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb812,my_ref_jid_acb812,my_client_jid_abc812,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb813,my_ref_jid_acb813,my_client_jid_abc813,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb814,my_ref_jid_acb814,my_client_jid_abc814,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb815,my_ref_jid_acb815,my_client_jid_abc815,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb816,my_ref_jid_acb816,my_client_jid_abc816,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb817,my_ref_jid_acb817,my_client_jid_abc817,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb818,my_ref_jid_acb818,my_client_jid_abc818,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb819,my_ref_jid_acb819,my_client_jid_abc819,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb820,my_ref_jid_acb820,my_client_jid_abc820,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb821,my_ref_jid_acb821,my_client_jid_abc821,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb822,my_ref_jid_acb822,my_client_jid_abc822,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb823,my_ref_jid_acb823,my_client_jid_abc823,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb824,my_ref_jid_acb824,my_client_jid_abc824,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb825,my_ref_jid_acb825,my_client_jid_abc825,Clarification Needed,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb826,my_ref_jid_acb826,my_client_jid_abc826,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb827,my_ref_jid_acb827,my_client_jid_abc827,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb828,my_ref_jid_acb828,my_client_jid_abc828,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb829,my_ref_jid_acb829,my_client_jid_abc829,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb830,my_ref_jid_acb830,my_client_jid_abc830,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb831,my_ref_jid_acb831,my_client_jid_abc831,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb832,my_ref_jid_acb832,my_client_jid_abc832,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb833,my_ref_jid_acb833,my_client_jid_abc833,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb834,my_ref_jid_acb834,my_client_jid_abc834,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb835,my_ref_jid_acb835,my_client_jid_abc835,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb836,my_ref_jid_acb836,my_client_jid_abc836,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb837,my_ref_jid_acb837,my_client_jid_abc837,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb838,my_ref_jid_acb838,my_client_jid_abc838,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb839,my_ref_jid_acb839,my_client_jid_abc839,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb840,my_ref_jid_acb840,my_client_jid_abc840,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb841,my_ref_jid_acb841,my_client_jid_abc841,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb842,my_ref_jid_acb842,my_client_jid_abc842,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb843,my_ref_jid_acb843,my_client_jid_abc843,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb844,my_ref_jid_acb844,my_client_jid_abc844,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb845,my_ref_jid_acb845,my_client_jid_abc845,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb846,my_ref_jid_acb846,my_client_jid_abc846,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb847,my_ref_jid_acb847,my_client_jid_abc847,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb848,my_ref_jid_acb848,my_client_jid_abc848,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb849,my_ref_jid_acb849,my_client_jid_abc849,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb850,my_ref_jid_acb850,my_client_jid_abc850,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb851,my_ref_jid_acb851,my_client_jid_abc851,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb852,my_ref_jid_acb852,my_client_jid_abc852,Clarification Needed,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb853,my_ref_jid_acb853,my_client_jid_abc853,Clarification Needed,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb854,my_ref_jid_acb854,my_client_jid_abc854,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb855,my_ref_jid_acb855,my_client_jid_abc855,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb856,my_ref_jid_acb856,my_client_jid_abc856,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb857,my_ref_jid_acb857,my_client_jid_abc857,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb858,my_ref_jid_acb858,my_client_jid_abc858,Clarification Needed,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb859,my_ref_jid_acb859,my_client_jid_abc859,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb860,my_ref_jid_acb860,my_client_jid_abc860,Done,8/23/2025,Virat,01/08/2025,Not Started,,,,,,,,,
jid_acb861,my_ref_jid_acb861,my_client_jid_abc861,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb862,my_ref_jid_acb862,my_client_jid_abc862,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb863,my_ref_jid_acb863,my_client_jid_abc863,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb864,my_ref_jid_acb864,my_client_jid_abc864,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb865,my_ref_jid_acb865,my_client_jid_abc865,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb866,my_ref_jid_acb866,my_client_jid_abc866,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb867,my_ref_jid_acb867,my_client_jid_abc867,Done,8/23/2025,Not Selected,01/08/2025,Not Started,,,,,,,,,
jid_acb868,my_ref_jid_acb868,my_client_jid_abc868,Done,8/23/2025,Not Selected,01/08/2025,Not Started,,,,,,,,,
jid_acb869,my_ref_jid_acb869,my_client_jid_abc869,Clarification Needed,8/23/2025,Not Selected,01/08/2025,Not Started,,,,,,,,,
jid_acb870,my_ref_jid_acb870,my_client_jid_abc870,Done,8/23/2025,Not Selected,01/08/2025,Not Started,,,,,,,,,
jid_acb871,my_ref_jid_acb871,my_client_jid_abc871,Done,8/23/2025,Not Selected,01/08/2025,Not Started,,,,,,,,,
jid_acb872,my_ref_jid_acb872,my_client_jid_abc872,Done,8/23/2025,Not Selected,01/08/2025,Not Started,,,,,,,,,
jid_acb873,my_ref_jid_acb873,my_client_jid_abc873,Done,8/23/2025,Not Selected,01/08/2025,Not Started,,,,,,,,,
jid_acb874,my_ref_jid_acb874,my_client_jid_abc874,Done,8/23/2025,Not Selected,01/08/2025,Not Started,,,,,,,,,
jid_acb875,my_ref_jid_acb875,my_client_jid_abc875,Done,8/23/2025,Not Selected,01/08/2025,Not Started,,,,,,,,,
jid_acb876,my_ref_jid_acb876,my_client_jid_abc876,Done,8/23/2025,Not Selected,01/08/2025,Not Started,,,,,,,,,
jid_acb877,my_ref_jid_acb877,my_client_jid_abc877,Done,8/23/2025,Not Selected,01/08/2025,Not Started,,,,,,,,,
jid_acb878,my_ref_jid_acb878,my_client_jid_abc878,Done,8/23/2025,Not Selected,01/08/2025,Not Started,,,,,,,,,
jid_acb879,my_ref_jid_acb879,my_client_jid_abc879,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb880,my_ref_jid_acb880,my_client_jid_abc880,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb881,my_ref_jid_acb881,my_client_jid_abc881,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb882,my_ref_jid_acb882,my_client_jid_abc882,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb883,my_ref_jid_acb883,my_client_jid_abc883,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb884,my_ref_jid_acb884,my_client_jid_abc884,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb885,my_ref_jid_acb885,my_client_jid_abc885,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb886,my_ref_jid_acb886,my_client_jid_abc886,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb887,my_ref_jid_acb887,my_client_jid_abc887,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb888,my_ref_jid_acb888,my_client_jid_abc888,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb889,my_ref_jid_acb889,my_client_jid_abc889,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb890,my_ref_jid_acb890,my_client_jid_abc890,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb891,my_ref_jid_acb891,my_client_jid_abc891,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb892,my_ref_jid_acb892,my_client_jid_abc892,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb893,my_ref_jid_acb893,my_client_jid_abc893,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb894,my_ref_jid_acb894,my_client_jid_abc894,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb895,my_ref_jid_acb895,my_client_jid_abc895,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb896,my_ref_jid_acb896,my_client_jid_abc896,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb897,my_ref_jid_acb897,my_client_jid_abc897,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb898,my_ref_jid_acb898,my_client_jid_abc898,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb899,my_ref_jid_acb899,my_client_jid_abc899,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb900,my_ref_jid_acb900,my_client_jid_abc900,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb901,my_ref_jid_acb901,my_client_jid_abc901,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb902,my_ref_jid_acb902,my_client_jid_abc902,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb903,my_ref_jid_acb903,my_client_jid_abc903,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb904,my_ref_jid_acb904,my_client_jid_abc904,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb905,my_ref_jid_acb905,my_client_jid_abc905,Clarification Needed,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb906,my_ref_jid_acb906,my_client_jid_abc906,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb907,my_ref_jid_acb907,my_client_jid_abc907,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb908,my_ref_jid_acb908,my_client_jid_abc908,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb909,my_ref_jid_acb909,my_client_jid_abc909,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb910,my_ref_jid_acb910,my_client_jid_abc910,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb911,my_ref_jid_acb911,my_client_jid_abc911,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb912,my_ref_jid_acb912,my_client_jid_abc912,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb913,my_ref_jid_acb913,my_client_jid_abc913,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb914,my_ref_jid_acb914,my_client_jid_abc914,Done,8/23/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb915,my_ref_jid_acb915,my_client_jid_abc915,Done,8/23/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb916,my_ref_jid_acb916,my_client_jid_abc916,Done,8/23/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb917,my_ref_jid_acb917,my_client_jid_abc917,Done,8/23/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb918,my_ref_jid_acb918,my_client_jid_abc918,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb919,my_ref_jid_acb919,my_client_jid_abc919,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb920,my_ref_jid_acb920,my_client_jid_abc920,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb921,my_ref_jid_acb921,my_client_jid_abc921,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb922,my_ref_jid_acb922,my_client_jid_abc922,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb923,my_ref_jid_acb923,my_client_jid_abc923,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb924,my_ref_jid_acb924,my_client_jid_abc924,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb925,my_ref_jid_acb925,my_client_jid_abc925,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb926,my_ref_jid_acb926,my_client_jid_abc926,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb927,my_ref_jid_acb927,my_client_jid_abc927,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb928,my_ref_jid_acb928,my_client_jid_abc928,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb929,my_ref_jid_acb929,my_client_jid_abc929,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb930,my_ref_jid_acb930,my_client_jid_abc930,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb931,my_ref_jid_acb931,my_client_jid_abc931,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb932,my_ref_jid_acb932,my_client_jid_abc932,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb933,my_ref_jid_acb933,my_client_jid_abc933,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb934,my_ref_jid_acb934,my_client_jid_abc934,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb935,my_ref_jid_acb935,my_client_jid_abc935,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb936,my_ref_jid_acb936,my_client_jid_abc936,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb937,my_ref_jid_acb937,my_client_jid_abc937,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb938,my_ref_jid_acb938,my_client_jid_abc938,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb939,my_ref_jid_acb939,my_client_jid_abc939,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb940,my_ref_jid_acb940,my_client_jid_abc940,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb941,my_ref_jid_acb941,my_client_jid_abc941,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb942,my_ref_jid_acb942,my_client_jid_abc942,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb943,my_ref_jid_acb943,my_client_jid_abc943,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb944,my_ref_jid_acb944,my_client_jid_abc944,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb945,my_ref_jid_acb945,my_client_jid_abc945,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb946,my_ref_jid_acb946,my_client_jid_abc946,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb947,my_ref_jid_acb947,my_client_jid_abc947,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb948,my_ref_jid_acb948,my_client_jid_abc948,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb949,my_ref_jid_acb949,my_client_jid_abc949,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb950,my_ref_jid_acb950,my_client_jid_abc950,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb951,my_ref_jid_acb951,my_client_jid_abc951,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb952,my_ref_jid_acb952,my_client_jid_abc952,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb953,my_ref_jid_acb953,my_client_jid_abc953,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb954,my_ref_jid_acb954,my_client_jid_abc954,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb955,my_ref_jid_acb955,my_client_jid_abc955,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb956,my_ref_jid_acb956,my_client_jid_abc956,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb957,my_ref_jid_acb957,my_client_jid_abc957,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb958,my_ref_jid_acb958,my_client_jid_abc958,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb959,my_ref_jid_acb959,my_client_jid_abc959,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb960,my_ref_jid_acb960,my_client_jid_abc960,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb961,my_ref_jid_acb961,my_client_jid_abc961,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb962,my_ref_jid_acb962,my_client_jid_abc962,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb963,my_ref_jid_acb963,my_client_jid_abc963,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb964,my_ref_jid_acb964,my_client_jid_abc964,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb965,my_ref_jid_acb965,my_client_jid_abc965,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb966,my_ref_jid_acb966,my_client_jid_abc966,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb967,my_ref_jid_acb967,my_client_jid_abc967,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb968,my_ref_jid_acb968,my_client_jid_abc968,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb969,my_ref_jid_acb969,my_client_jid_abc969,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb970,my_ref_jid_acb970,my_client_jid_abc970,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb971,my_ref_jid_acb971,my_client_jid_abc971,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb972,my_ref_jid_acb972,my_client_jid_abc972,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb973,my_ref_jid_acb973,my_client_jid_abc973,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb974,my_ref_jid_acb974,my_client_jid_abc974,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb975,my_ref_jid_acb975,my_client_jid_abc975,Done,8/24/2025,Sabinash,01/08/2025,Not Started,,,,,,,,,
jid_acb976,my_ref_jid_acb976,my_client_jid_abc976,Done,8/24/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb977,my_ref_jid_acb977,my_client_jid_abc977,Done,8/24/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb978,my_ref_jid_acb978,my_client_jid_abc978,Done,8/24/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb979,my_ref_jid_acb979,my_client_jid_abc979,Done,8/24/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb980,my_ref_jid_acb980,my_client_jid_abc980,Done,8/24/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb981,my_ref_jid_acb981,my_client_jid_abc981,Done,8/24/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb982,my_ref_jid_acb982,my_client_jid_abc982,Done,8/24/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb983,my_ref_jid_acb983,my_client_jid_abc983,Done,8/24/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb984,my_ref_jid_acb984,my_client_jid_abc984,Done,8/24/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb985,my_ref_jid_acb985,my_client_jid_abc985,Done,8/24/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb986,my_ref_jid_acb986,my_client_jid_abc986,Done,8/24/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb987,my_ref_jid_acb987,my_client_jid_abc987,Done,8/24/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb988,my_ref_jid_acb988,my_client_jid_abc988,Done,8/24/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb989,my_ref_jid_acb989,my_client_jid_abc989,Done,8/24/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb990,my_ref_jid_acb990,my_client_jid_abc990,Done,8/24/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb991,my_ref_jid_acb991,my_client_jid_abc991,Done,8/24/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb992,my_ref_jid_acb992,my_client_jid_abc992,Done,8/24/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb993,my_ref_jid_acb993,my_client_jid_abc993,Done,8/24/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb994,my_ref_jid_acb994,my_client_jid_abc994,Done,8/24/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb995,my_ref_jid_acb995,my_client_jid_abc995,Done,8/24/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb996,my_ref_jid_acb996,my_client_jid_abc996,Done,8/24/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb997,my_ref_jid_acb997,my_client_jid_abc997,Done,8/24/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb998,my_ref_jid_acb998,my_client_jid_abc998,Done,8/24/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb999,my_ref_jid_acb999,my_client_jid_abc999,Done,8/24/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb1000,my_ref_jid_acb1000,my_client_jid_abc1000,Done,8/24/2025,Not Selected,01/08/2025,Not Started,,,,,,,,,
